description,unit,rate
Bottle trap 31 mm single of size 270 x 260 x 77 mm weighing not less than 260 grams.,Each,367.0
Bottle trap 38 mm single of size 270 x 260 x 77 mm weighing not less than 263 grams.,Each,376.0
"P/F PTMT liquid soap container 109 mm wide, 125 mm high and 112 mm distance from wall of weighing not less than 105gms.",Each,168.0
"P/F PTMT towel ring trapezoi- dal shape 215 mm long, 200 mm wide of approved quality, weighing not less than 88gms.",Each,232.0
"450 mm long towel rail with length of 495 mm,78 mm wide and height of 88mm, weighing not less than 170 grams.",Each,673.0
"600 mm long towel rail with length of 645 mm,78 mm wide and height of 88mm, weighing not less than 190 grams.",Each,709.0
"P/F PTMT shelf 440 mm long, 124 mm width and 36mm height approved colour and make weighing not less than 300g.",Each,713.0
P/F PTMT 15 mm urinal spreader size 95x69x100 mm with 15 mm BSP thread & shapes weighing not less than 60 grams.,Each,107.0
"15 mm n/s 80mm long,44mm high and 30mm wide with BSP female threads weighing not less than 48 grams.",Each,175.0
Total bracket length 580 mm of approved shape and design (For single 100mm dia pipe).,Each,304.0
Total bracket length 580 mm of approved shape and design (For two 100mm dia pipe).,Each,378.0
Total bracket length 580 mm of approved shape and design (For three 100mm dia pipe).,Each,452.0
"P/F white vitreous china extended wall mounting water closet of size 780x370x690 mm - white vitreous china cistern with dual flush flushing capacity 3 litre/ 6 litre, including seat cover, and cistern fittings etc",Each,14999.0
"Providing & fixing white vitreous china water less urinal of size 600 x 330 x 315 mm having antibacterial /germs free ceramic surface, fixed with cartridge having debris catcher and hygiene seal.",Each,18088.0
P/F vitreous colour washbasin(oval shape) of size 630x450mm............,Each,7979.0
"P/F floor mounted, white vitreous china single piece, double traps syphonic water closet integrated white vitreous china cistern of capacity 10 litres with dual flushing system..",Each,18213.0
1216 (16 mm O/D.) pipe.,One Running Metre,287.0
1620 (20 mm O/D) pipe.,One Running Metre,331.0
2025 (25 mm O/D) pipe.,One Running Metre,402.0
2532 (32 mm O/D) pipe.,One Running Metre,530.0
3240 (40 mm O/D) pipe.,One Running Metre,684.0
4050 (50 mm O/D) pipe.,One Running Metre,940.0
1216 (16 mm O/D) pipe.,One Running Metre,523.0
1620 (20 mm O/D) pipe.,One Running Metre,558.0
2025 (25 mm O/D) pipe.,One Running Metre,627.0
2532 (32 mm O/D) pipe.,One Running Metre,754.0
1216 (16 mm O/D) pipe.,One Running Metre,263.0
1620 (20 mm O/D) pipe.,One Running Metre,289.0
2025 (25 mm O/D) pipe.,One Running Metre,341.0
2532 (32 mm O/D) pipe.,One Running Metre,435.0
3240 (40 mm O/D) pipe.,One Running Metre,545.0
4050 (50 mm O/D) pipe.,One Running Metre,800.0
"PN - 16 Pipe, 16 mm O/D.",One Running Metre,272.0
"PN - 16 Pipe, 20 mm O/D.",One Running Metre,318.0
"PN - 16 Pipe, 25 mm O/D.",One Running Metre,363.0
"PN - 16 Pipe, 32 mm O/D.",One Running Metre,546.0
"PN - 16 Pipe, 40 mm O/D.",One Running Metre,580.0
"PN - 16 Pipe, 16 mm O/D.",One Running Metre,478.0
"PN - 16 Pipe, 20 mm O/D.",One Running Metre,515.0
"PN - 16 Pipe, 25 mm O/D.",One Running Metre,561.0
"PN - 16 Pipe, 15 mm OD (SDR-7.4).",One Running Metre,225.0
"PN - 16 Pipe, 20 mm OD (SDR-7.4).",One Running Metre,265.0
"PN - 16 Pipe, 25 mm OD (SDR-7.4).",One Running Metre,316.0
"PN - 16 Pipe, 32 mm OD (SDR-7.4).",One Running Metre,415.0
"PN - 16 Pipe, 40 mm OD (SDR-7.4).",One Running Metre,451.0
"PN - 16 Pipe, 50 mm OD (SDR-7.4).",One Running Metre,598.0
"PN - 16 Pipe, 63 mm OD (SDR-7.4).",One Running Metre,697.0
"PN - 16 Pipe, 75 mm OD (SDR-7.4).",One Running Metre,975.0
"PN - 16 Pipe, 90 mm OD (SDR-7.4).",One Running Metre,1301.0
"PN - 10 Pipe, 110 mm OD (SDR-11).",One Running Metre,2747.0
15 mm nominal OD pipes.,One Running Metre,287.0
20 mm nominal OD pipes.,One Running Metre,335.0
25 mm nominal OD pipes.,One Running Metre,402.0
32 mm nominal OD pipes.,One Running Metre,519.0
40 mm nominal OD pipes.,One Running Metre,703.0
50 mm nominal OD pipes.,One Running Metre,934.0
15 mm nominal OD pipes.,One Running Metre,498.0
20 mm nominal OD pipes.,One Running Metre,538.0
25 mm nominal OD pipes.,One Running Metre,627.0
32 mm nominal OD pipes.,One Running Metre,739.0
15 mm nominal OD pipes.,One Running Metre,245.0
20 mm nominal OD pipes.,One Running Metre,274.0
25 mm nominal OD pipes.,One Running Metre,355.0
32 mm nominal OD pipes.,One Running Metre,439.0
40 mm nominal OD pipes.,One Running Metre,563.0
50 mm nominal OD pipes.,One Running Metre,794.0
62.5 mm nominal OD pipes.,One Running Metre,1674.0
75 mm nominal OD pipes.,One Running Metre,2166.0
100 mm nominal OD pipes.,One Running Metre,3272.0
150 mm nominal OD pipes.,One Running Metre,6823.0
15 mm dia. nominal bore.,One Running Metre,366.0
20 mm dia. nominal bore.,One Running Metre,437.0
25 mm dia. nominal bore.,One Running Metre,552.0
32 mm dia. nominal bore.,One Running Metre,667.0
40 mm dia. nominal bore.,One Running Metre,812.0
50 mm dia. nominal bore.,One Running Metre,1048.0
15 mm dia. nominal bore.,One Running Metre,580.0
20 mm dia. nominal bore.,One Running Metre,635.0
15 mm dia. nominal bore.,One Running Metre,322.0
20 mm dia. nominal bore.,One Running Metre,369.0
25 mm dia. nominal bore.,One Running Metre,468.0
32 mm dia. nominal bore.,One Running Metre,540.0
40 mm dia. nominal bore.,One Running Metre,617.0
50 mm dia. nominal bore.,One Running Metre,762.0
65 mm dia. nominal bore.,One Running Metre,897.0
80 mm dia. nominal bore.,One Running Metre,1042.0
25 to 40 mm nominal bore .,Each,912.0
50 to 80 mm nominal bore .,Each,1785.0
Fixing water meter and stop cock in GI pipe line,Each,812.0
15 mm nominal bore.,Each,353.0
20 mm nominal bore.,Each,379.0
15 mm nominal bore.,Each,353.0
20 mm nominal bore.,Each,379.0
25 mm nominal bore.,Each,622.0
32 mm nominal bore.,Each,690.0
40 mm nominal bore.,Each,826.0
50 mm nominal bore.,Each,1027.0
65 mm nominal bore.,Each,1742.0
80 mm nominal bore.,Each,2605.0
15 mm nominal bore.,Each,407.0
20 mm nominal bore.,Each,463.0
25 mm nominal bore.,Each,464.0
Horizontal.,Each,591.0
Vertical.,Each,624.0
Horizontal.,Each,792.0
Vertical.,Each,850.0
Horizontal.,Each,953.0
Vertical.,Each,1135.0
Horizontal.,Each,1371.0
Vertical.,Each,1445.0
Horizontal.,Each,2448.0
Vertical.,Each,2292.0
Horizontal.,Each,3665.0
Vertical.,Each,3855.0
15 mm nominal bore.,Each,329.0
20 mm nominal bore.,Each,380.0
25 mm nominal bore.,Each,487.0
15 mm nominal bore.,Each,85.0
20 mm nominal bore.,Each,94.0
15 mm nominal bore.,Each,98.0
20 mm nominal bore.,Each,119.0
100 mm dia.,Each,194.0
150 mm dia.,Each,222.0
Laying centrifugally cast (spun) iron S & S or flanged pipes.,One Quintal,362.0
"Laying S & S or flanged C.I. special such as tees, bends, collars, tapers and caps etc.",One Quintal,662.0
Upto 300 mm dia.,One Quintal,6352.0
Over 300 mm dia.,One Quintal,6352.0
Upto 300 mm dia.,One Quintal,8913.0
Over 300 mm dia.,One Quintal,8486.0
100 mm dia. pipe.,One Running Metre,1423.0
125 mm dia. pipe.,One Running Metre,1729.0
150 mm dia. pipe.,One Running Metre,2037.0
200 mm dia. pipe.,One Running Metre,3407.0
250 mm dia. pipe.,One Running Metre,4640.0
300 mm dia. pipe.,One Running Metre,6129.0
350 mm dia. pipe.,One Running Metre,7344.0
400 mm dia. pipe.,One Running Metre,9701.0
450 mm dia. pipe.,One Running Metre,11715.0
500 mm dia. pipe.,One Running Metre,13729.0
600 mm dia. pipe.,One Running Metre,18636.0
100 mm diameter pipe.,Each,496.0
125 mm diameter pipe.,Each,738.0
150 mm diameter pipe.,Each,745.0
200 mm diameter pipe,Each,990.0
250 mm diameter pipe.,Each,1238.0
300 mm diameter pipe.,Each,1489.0
350 mm diameter pipe.,Each,1514.0
400 mm diameter pipe.,Each,1994.0
450 mm diameter pipe.,Each,2238.0
500 mm diameter pipe.,Each,2366.0
600 mm diameter pipe.,Each,3211.0
Supplying pig lead at site.,One Quintal,29875.0
80 mm diameter pipe.,Each,215.0
100 mm diameter pipe.,Each,332.0
125 mm diameter pipe.,Each,352.0
150 mm diameter pipe.,Each,387.0
200 mm diameter pipe.,Each,429.0
250 mm diameter pipe.,Each,597.0
300 mm diameter pipe.,Each,600.0
350 mm diameter pipe.,Each,763.0
400 mm diameter pipe.,Each,1067.0
450 mm diameter pipe.,Each,1306.0
500 mm diameter pipe.,Each,1438.0
600 mm diameter pipe.,Each,1704.0
Class I.,Each,4791.0
Class II.,Each,4986.0
Class I.,Each,5161.0
Class II.,Each,5943.0
Class I.,Each,6967.0
Class II.,Each,7312.0
Class I.,Each,13555.0
Class II.,Each,14623.0
Class I.,Each,19567.0
Class II.,Each,24624.0
Class I.,Each,27059.0
Class II.,Each,30203.0
With F.P.S. bricks.,Each,1993.0
With F.P.S. bricks.,Each,10862.0
With F.P.S. bricks.,Each,9699.0
15 mm dia pipe.,One Running Metre,19.0
20 mm dia pipe.,One Running Metre,23.0
25 mm dia pipe.,One Running Metre,30.0
32 mm dia pipe.,One Running Metre,36.0
40 mm dia pipe.,One Running Metre,43.0
50 mm dia pipe.,One Running Metre,51.0
15 mm dia pipe.,One Running Metre,10.0
20 mm dia pipe.,One Running Metre,11.0
25 mm dia pipe.,One Running Metre,14.0
32 mm dia pipe.,One Running Metre,17.0
40 mm dia pipe.,One Running Metre,20.0
50 mm dia pipe.,One Running Metre,24.0
15 mm dia pipe.,One Running Metre,12.0
20 mm dia pipe.,One Running Metre,14.0
25 mm dia pipe.,One Running Metre,18.0
32 mm dia pipe.,One Running Metre,22.0
40 mm dia pipe.,One Running Metre,25.0
50 mm dia pipe.,One Running Metre,31.0
65 mm dia pipe.,One Running Metre,38.0
80 mm dia pipe.,One Running Metre,44.0
15 mm dia pipe.,One Running Metre,154.0
20 mm dia pipe.,One Running Metre,157.0
25 mm dia pipe.,One Running Metre,161.0
32 mm dia pipe.,One Running Metre,165.0
40 mm dia pipe.,One Running Metre,167.0
50 mm dia pipe.,One Running Metre,173.0
65 mm dia pipe.,One Running Metre,273.0
80 mm dia pipe.,One Running Metre,282.0
100 mm dia pipe.,One Running Metre,299.0
150 mm dia pipe.,One Running Metre,445.0
Upto 6 m depth.,One Running Metre,748.0
Beyond 6 to 12 m depth.,One Running Metre,885.0
Beyond 12 to 18 m depth.,One Running Metre,1026.0
P/P in position filter of 40 mm dia.,One Running Metre,960.0
P/F to filter 40 mm dia GI pipe for tube well.,One Running Metre,546.0
P/P in position hand pump for 40 mm dia.,Each,1322.0
15 mm nominal bore.,Each,318.0
20 mm nominal bore.,Each,347.0
25 mm nominal bore.,Each,439.0
32 mm nominal bore.,Each,489.0
40 mm nominal bore.,Each,631.0
50 mm nominal bore.,Each,824.0
65 mm nominal bore.,Each,1137.0
80 mm nominal bore.,Each,1208.0
15 mm nominal bore.,Each,829.0
20 mm nominal bore.,Each,858.0
25 mm nominal bore.,Each,950.0
32 mm nominal bore.,Each,1000.0
40 mm nominal bore.,Each,1142.0
50 mm nominal bore.,Each,1521.0
65 mm nominal bore.,Each,1834.0
80 mm nominal bore.,Each,1905.0
P/P on terrace polythylene water storage tanks.,One Litre,11.0
15 mm nominal bore.,Each,507.0
15 mm nominal bore.,Each,821.0
15 mm nominal bore.,Each,799.0
15 mm nominal bore.,Each,670.0
15 mm nominal bore.,Each,574.0
15 mm nominal bore 86mm long weight 88 grams.,Each,126.0
15mm nominal bore 122mm long weight 99 grams.,Each,161.0
15mm nominal bore 165mm long weight 110 grams.,Each,177.0
15mm nominal bore 90 mm long weight 93 grams.,Each,197.0
15mm nominal bore 86 mm long weight 88 grams.,Each,119.0
20mm nominal bore 86 mm long weight 88 grams.,Each,130.0
"Concealed stop cock 15 mm n/b 108 mm long, weight not less than 108 grams.",Each,218.0
15mm nominal bore 107mm long weight 110 grams.,Each,208.0
15mm nominal bore 125mm long foam flow weight 120 grams.,Each,224.0
15mm nominal bore 107mm long weight 75 grams.,Each,113.0
15mm nominal bore 80mm long weight 46 grams.,Each,96.0
100 mm dia.,Each,38.0
125mm dia. 25mm waste hole.,Each,52.0
"150 mm nominal size square, 100 mm dia. inner hinged round grating.",Each,197.0
50 mm dia.,Each,5749.0
80 mm dia.,Each,6994.0
100 mm dia.,Each,8893.0
80 mm dia nominal bore.,Each,3628.0
100 mm dia nominal bore.,Each,5468.0
150 mm dia nominal bore.,Each,8409.0
200 mm dia nominal bore.,Each,9043.0
80 mm dia.,Each,4624.0
100 mm dia.,Each,7460.0
150 mm dia.,Each,9433.0
200 mm dia.,Each,12927.0
"15 mm nominal bore, 105 mm long, weighing 138 Grams.",Each,182.0
"20 mm nominal bore, 120 mm long, weighing 198 Grams.",Each,258.0
"25 mm nominal bore, 152 mm long, weighing 440 Grams.",Each,524.0
"40 mm nominal bore, 206 mm long, weighing 690 Grams.",Each,737.0
"50 mm nominal bore, 242 mm long, weighing 1240 Grams.",Each,1376.0
P/F P.T.M.T angle stop cock 15 mm nominal bore weigh- ing not less than 85 gms.,Each,157.0
"P/F P.T.M.T swivlling shower, 15 mm nominal bore weighing not less than 40 gms.",Each,121.0
"P/F P.T.M.T Soap dish holder having length 138 mm breadth 102 mm, height of 75 mm with concealed fitting arrangement weighing not less than 106gms",Each,111.0
Upto 300 mm diametre.,One Quintal,8629.0
Above 300 mm diametre.,One Quintal,10158.0
Upto 300 mm diametre.,One Quintal,13764.0
Above 300 mm diametre.,One Quintal,14533.0
Upto 600 mm diametre.,One Quintal,20010.0
Above 600 mm diametre.,One Quintal,26696.0
Up to 600 mm dia,One Quintal,30395.0
Above 600 mm dia,One Quintal,39073.0
Upto 600 mm diametre.,One Quintal,21290.0
Above 600 mm diametre.,One Quintal,28403.0
100 mm diametre pipes.,One Joint,119.0
150 mm diametre pipes.,One Joint,193.0
200 mm diametre pipes.,One Joint,281.0
250 mm diametre pipes.,One Joint,340.0
300 mm diametre pipes.,One Joint,435.0
350 mm diametre pipes.,One Joint,495.0
400 mm diametre pipes.,One Joint,697.0
450 mm diametre pipes.,One Joint,820.0
500 mm diametre pipes.,One Joint,871.0
600 mm diametre pipes.,One Joint,1208.0
650 mm diametre pipes.,One Joint,1573.0
700 mm diametre pipes.,One Joint,1694.0
800 mm diametre pipes.,One Joint,1844.0
900 mm diametre pipes.,One Joint,2315.0
1000 mm diametre pipes.,One Joint,2604.0
100 mm diametre C.I. Double flanged Pipe.,One Running Metre,2089.0
150 mm diametre C.I. Double flanged Pipe.,One Running Metre,3219.0
200 mm diametre C.I. Double flanged Pipe.,One Running Metre,4996.0
250 mm diametre C.I. Double flanged Pipe.,One Running Metre,6227.0
300 mm diametre C.I. Double flanged Pipe.,One Running Metre,8094.0
350 mm diametre C.I. Double flanged Pipe.,One Running Metre,10094.0
400 mm diametre C.I. Double flanged Pipe.,One Running Metre,13137.0
450 mm diametre C.I. Double flanged Pipe.,One Running Metre,16769.0
500 mm diametre C.I. Double flanged Pipe.,One Running Metre,21620.0
600 mm diametre C.I. Double flanged Pipe.,One Running Metre,27459.0
100 mm diametre Ductile iron Class K - 7 pipes.,One Running Metre,1258.0
150 mm diametre Ductile iron Class K - 7 pipes.,One Running Metre,1790.0
200 mm diametre Ductile iron Class K - 7 pipes.,One Running Metre,2328.0
250 mm diametre Ductile iron Class K - 7 pipes.,One Running Metre,2881.0
300 mm diametre Ductile iron Class K - 7 pipes.,One Running Metre,3518.0
350 mm diametre Ductile iron Class K - 7 pipes.,One Running Metre,4187.0
400 mm diametre Ductile iron Class K - 7 pipes.,One Running Metre,5085.0
450 mm diametre Ductile iron Class K - 7 pipes.,One Running Metre,6163.0
500 mm diametre Ductile iron Class K - 7 pipes.,One Running Metre,6787.0
600 mm diametre Ductile iron Class K - 7 pipes.,One Running Metre,8966.0
800 mm diametre Ductile iron Class K - 7 pipes.,One Running Metre,14609.0
900 mm diametre Ductile iron Class K - 7 pipes.,One Running Metre,18734.0
100mm diametre Ductile iron Class K - 7 pipes.,One Running Metre,19896.0
100 mm diametre Ductile iron Class K - 9 pipes.,One Running Metre,1345.0
150 mm diametre Ductile iron Class K - 9 pipes.,One Running Metre,1838.0
200 mm diametre Ductile iron Class K - 9 pipes.,One Running Metre,2478.0
250 mm diametre Ductile iron Class K - 9 pipes.,One Running Metre,3517.0
300 mm diametre Ductile iron Class K - 9 pipes.,One Running Metre,4344.0
350 mm dia Ductile Iron Class K-9 pipes,One Running Metre,5410.0
400 mm diametre Ductile iron Class K - 9 pipes.,One Running Metre,6844.0
450 mm diametre Ductile iron Class K - 9 pipes.,One Running Metre,7977.0
500 mm diametre Ductile iron Class K - 9 pipes.,One Running Metre,9680.0
600 mm diametre Ductile iron Class K - 9 pipes.,One Running Metre,12987.0
700 mm diametre Ductile iron Class K - 9 pipes.,One Running Metre,17432.0
700 mm diametre Ductile iron Class K - 9 pipes.,One Running Metre,18568.0
800 mm diametre Ductile iron Class K - 9 pipes.,One Running Metre,18891.0
900 mm diametre Ductile iron Class K - 9 pipes.,One Running Metre,23163.0
100mm diametre Ductile iron Class K - 9 pipes.,One Running Metre,25133.0
100 mm nominal dia pipe,One Metre,1871.0
150 mm nominal dia pipe,One Metre,2591.0
200 mm nominal dia pipe,One Metre,3261.0
